z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
190441.54524413892,2.838334426561341,1076.4105250931805,1.3010126446693933,1.5259534634896872,NaN,NaN,NaN,NaN
191093.70332538694,2.7775679633045427,1072.5606675440868,1.273159610084519,1.4932834258509609,NaN,NaN,NaN,NaN
191743.65616116134,2.7181024612812696,1068.7211855397136,1.2459028846018232,1.4613128295218227,NaN,NaN,NaN,NaN
192391.3990828568,2.6599109257128837,1064.892109675947,1.2192300942471062,1.430027161817007,NaN,NaN,NaN,NaN
193036.9658868493,2.602963527090076,1061.0732473845733,1.1931275657304112,1.3994103859905513,NaN,NaN,NaN,NaN
193680.3422099289,2.54723534456151,1057.264685631323,1.1675838758469756,1.3694491042094332,NaN,NaN,NaN,NaN
194321.5234623371,2.4927010791404896,1053.4664549310157,1.1425874280660642,1.340129715345782,NaN,NaN,NaN,NaN
194960.54312874947,2.439332775342639,1049.6783644363982,1.118125408244593,1.31143719002679,NaN,NaN,NaN,NaN
195597.37756750386,2.3871078475872443,1045.9005556520215,1.0941874637389006,1.283359385776572,NaN,NaN,NaN,NaN
196232.041210146,2.336001030122764,1042.1329487198827,1.0707620133683002,1.2558827192201074,NaN,NaN,NaN,NaN
196864.53896235515,2.285988384751923,1038.3755192765295,1.0478380845406463,1.22899432063143,NaN,NaN,NaN,NaN
197494.88508269875,2.237045764388524,1034.6281884535917,1.0254046089368671,1.2026812079593983,NaN,NaN,NaN,NaN
198123.08436911576,2.1891502912078975,1030.8909325761665,1.0034511000725619,1.1769310814962848,NaN,NaN,NaN,NaN
198749.12302387797,2.1422809578658426,1027.1638367549963,0.981967928861999,1.1517326471245382,NaN,NaN,NaN,NaN
199373.02455002454,2.096414412891124,1023.4467683019486,0.9609443917379167,1.1270733504699846,NaN,NaN,NaN,NaN
199994.79372823876,2.0515292157049085,1019.7397039042379,0.9403706610946981,1.1029416644360148,NaN,NaN,NaN,NaN
200614.4169345969,2.0076056786480234,1016.0427281540402,0.9202377128243359,1.0793270043272016,NaN,NaN,NaN,NaN
201231.91746326187,1.9646219173247972,1012.3557096074383,0.9005355158899488,1.0562176044389846,NaN,NaN,NaN,NaN
201847.29094171955,1.922558458109272,1008.6786789121243,0.8812551443420847,1.0336029950937176,NaN,NaN,NaN,NaN
202460.5513269394,1.8813949902046982,1005.011559340887,0.8623872884813022,1.0114722565459455,NaN,NaN,NaN,NaN
203071.69429834108,1.8411128640782044,1001.3543814883807,0.8439234001207041,0.98981536214799,NaN,NaN,NaN,NaN
203680.73373859833,1.8016926285156105,997.7070691552973,0.8258545635962922,0.9686218542588566,NaN,NaN,NaN,NaN
204287.67438942287,1.7631158546513874,994.0695998606739,0.8081723318896668,0.9478818248460303,NaN,NaN,NaN,NaN
204892.51200794452,1.7253650637868236,990.4420041181886,0.7908686935173128,0.9275858767032865,NaN,NaN,NaN,NaN
205495.26036627678,1.6884220259879021,986.8242065138395,0.7739352926457687,0.9077242087479123,NaN,NaN,NaN,NaN
206095.9063561103,1.6522705350770626,983.2162900982328,0.7573647011067658,0.8882881078829875,NaN,NaN,NaN,NaN
206694.4815406701,1.6168920556271813,979.6180746511899,0.7411484230378464,0.8692676087852776,NaN,NaN,NaN,NaN
207290.98168750276,1.5822705912782842,976.0295910056157,0.7252791264676736,0.8506541111383059,NaN,NaN,NaN,NaN
207885.40268238337,1.5483904539644764,972.4508695367966,0.7097496207143112,0.8324391803952943,NaN,NaN,NaN,NaN
